filename,length,onset,offset,label
blues.00031.wav,120300,0,120300,blues
blues.00031.wav,120300,120300,240600,blues
blues.00031.wav,120300,240600,360900,blues
blues.00031.wav,120300,360900,481200,blues
blues.00031.wav,120300,481200,601500,blues
blues.00032.wav,120300,0,120300,blues
blues.00032.wav,120300,120300,240600,blues
blues.00032.wav,120300,240600,360900,blues
blues.00032.wav,120300,360900,481200,blues
blues.00032.wav,120300,481200,601500,blues
blues.00033.wav,120300,0,120300,blues
blues.00033.wav,120300,120300,240600,blues
blues.00033.wav,120300,240600,360900,blues
blues.00033.wav,120300,360900,481200,blues
blues.00033.wav,120300,481200,601500,blues
blues.00034.wav,120300,0,120300,blues
blues.00034.wav,120300,120300,240600,blues
blues.00034.wav,120300,240600,360900,blues
blues.00034.wav,120300,360900,481200,blues
blues.00034.wav,120300,481200,601500,blues
blues.00035.wav,120300,0,120300,blues
blues.00035.wav,120300,120300,240600,blues
blues.00035.wav,120300,240600,360900,blues
blues.00035.wav,120300,360900,481200,blues
blues.00035.wav,120300,481200,601500,blues
blues.00036.wav,120300,0,120300,blues
blues.00036.wav,120300,120300,240600,blues
blues.00036.wav,120300,240600,360900,blues
blues.00036.wav,120300,360900,481200,blues
blues.00036.wav,120300,481200,601500,blues
blues.00037.wav,120300,0,120300,blues
blues.00037.wav,120300,120300,240600,blues
blues.00037.wav,120300,240600,360900,blues
blues.00037.wav,120300,360900,481200,blues
blues.00037.wav,120300,481200,601500,blues
blues.00038.wav,120300,0,120300,blues
blues.00038.wav,120300,120300,240600,blues
blues.00038.wav,120300,240600,360900,blues
blues.00038.wav,120300,360900,481200,blues
blues.00038.wav,120300,481200,601500,blues
blues.00039.wav,120300,0,120300,blues
blues.00039.wav,120300,120300,240600,blues
blues.00039.wav,120300,240600,360900,blues
blues.00039.wav,120300,360900,481200,blues
blues.00039.wav,120300,481200,601500,blues
blues.00040.wav,120300,0,120300,blues
blues.00040.wav,120300,120300,240600,blues
blues.00040.wav,120300,240600,360900,blues
blues.00040.wav,120300,360900,481200,blues
blues.00040.wav,120300,481200,601500,blues
blues.00041.wav,120300,0,120300,blues
blues.00041.wav,120300,120300,240600,blues
blues.00041.wav,120300,240600,360900,blues
blues.00041.wav,120300,360900,481200,blues
blues.00041.wav,120300,481200,601500,blues
blues.00042.wav,120300,0,120300,blues
blues.00042.wav,120300,120300,240600,blues
blues.00042.wav,120300,240600,360900,blues
blues.00042.wav,120300,360900,481200,blues
blues.00042.wav,120300,481200,601500,blues
blues.00043.wav,120300,0,120300,blues
blues.00043.wav,120300,120300,240600,blues
blues.00043.wav,120300,240600,360900,blues
blues.00043.wav,120300,360900,481200,blues
blues.00043.wav,120300,481200,601500,blues
blues.00044.wav,120300,0,120300,blues
blues.00044.wav,120300,120300,240600,blues
blues.00044.wav,120300,240600,360900,blues
blues.00044.wav,120300,360900,481200,blues
blues.00044.wav,120300,481200,601500,blues
blues.00045.wav,120300,0,120300,blues
blues.00045.wav,120300,120300,240600,blues
blues.00045.wav,120300,240600,360900,blues
blues.00045.wav,120300,360900,481200,blues
blues.00045.wav,120300,481200,601500,blues
blues.00046.wav,120300,0,120300,blues
blues.00046.wav,120300,120300,240600,blues
blues.00046.wav,120300,240600,360900,blues
blues.00046.wav,120300,360900,481200,blues
blues.00046.wav,120300,481200,601500,blues
blues.00047.wav,120300,0,120300,blues
blues.00047.wav,120300,120300,240600,blues
blues.00047.wav,120300,240600,360900,blues
blues.00047.wav,120300,360900,481200,blues
blues.00047.wav,120300,481200,601500,blues
blues.00048.wav,120300,0,120300,blues
blues.00048.wav,120300,120300,240600,blues
blues.00048.wav,120300,240600,360900,blues
blues.00048.wav,120300,360900,481200,blues
blues.00048.wav,120300,481200,601500,blues
blues.00049.wav,120300,0,120300,blues
blues.00049.wav,120300,120300,240600,blues
blues.00049.wav,120300,240600,360900,blues
blues.00049.wav,120300,360900,481200,blues
blues.00049.wav,120300,481200,601500,blues
blues.00050.wav,120300,0,120300,blues
blues.00050.wav,120300,120300,240600,blues
blues.00050.wav,120300,240600,360900,blues
blues.00050.wav,120300,360900,481200,blues
blues.00050.wav,120300,481200,601500,blues
blues.00051.wav,120300,0,120300,blues
blues.00051.wav,120300,120300,240600,blues
blues.00051.wav,120300,240600,360900,blues
blues.00051.wav,120300,360900,481200,blues
blues.00051.wav,120300,481200,601500,blues
blues.00052.wav,120300,0,120300,blues
blues.00052.wav,120300,120300,240600,blues
blues.00052.wav,120300,240600,360900,blues
blues.00052.wav,120300,360900,481200,blues
blues.00052.wav,120300,481200,601500,blues
blues.00053.wav,120300,0,120300,blues
blues.00053.wav,120300,120300,240600,blues
blues.00053.wav,120300,240600,360900,blues
blues.00053.wav,120300,360900,481200,blues
blues.00053.wav,120300,481200,601500,blues
blues.00054.wav,120300,0,120300,blues
blues.00054.wav,120300,120300,240600,blues
blues.00054.wav,120300,240600,360900,blues
blues.00054.wav,120300,360900,481200,blues
blues.00054.wav,120300,481200,601500,blues
blues.00055.wav,120300,0,120300,blues
blues.00055.wav,120300,120300,240600,blues
blues.00055.wav,120300,240600,360900,blues
blues.00055.wav,120300,360900,481200,blues
blues.00055.wav,120300,481200,601500,blues
blues.00056.wav,120300,0,120300,blues
blues.00056.wav,120300,120300,240600,blues
blues.00056.wav,120300,240600,360900,blues
blues.00056.wav,120300,360900,481200,blues
blues.00056.wav,120300,481200,601500,blues
blues.00057.wav,120300,0,120300,blues
blues.00057.wav,120300,120300,240600,blues
blues.00057.wav,120300,240600,360900,blues
blues.00057.wav,120300,360900,481200,blues
blues.00057.wav,120300,481200,601500,blues
blues.00058.wav,120300,0,120300,blues
blues.00058.wav,120300,120300,240600,blues
blues.00058.wav,120300,240600,360900,blues
blues.00058.wav,120300,360900,481200,blues
blues.00058.wav,120300,481200,601500,blues
blues.00059.wav,120300,0,120300,blues
blues.00059.wav,120300,120300,240600,blues
blues.00059.wav,120300,240600,360900,blues
blues.00059.wav,120300,360900,481200,blues
blues.00059.wav,120300,481200,601500,blues
blues.00060.wav,120300,0,120300,blues
blues.00060.wav,120300,120300,240600,blues
blues.00060.wav,120300,240600,360900,blues
blues.00060.wav,120300,360900,481200,blues
blues.00060.wav,120300,481200,601500,blues
blues.00061.wav,120300,0,120300,blues
blues.00061.wav,120300,120300,240600,blues
blues.00061.wav,120300,240600,360900,blues
blues.00061.wav,120300,360900,481200,blues
blues.00061.wav,120300,481200,601500,blues
blues.00062.wav,120300,0,120300,blues
blues.00062.wav,120300,120300,240600,blues
blues.00062.wav,120300,240600,360900,blues
blues.00062.wav,120300,360900,481200,blues
blues.00062.wav,120300,481200,601500,blues
blues.00063.wav,120300,0,120300,blues
blues.00063.wav,120300,120300,240600,blues
blues.00063.wav,120300,240600,360900,blues
blues.00063.wav,120300,360900,481200,blues
blues.00063.wav,120300,481200,601500,blues
blues.00064.wav,120300,0,120300,blues
blues.00064.wav,120300,120300,240600,blues
blues.00064.wav,120300,240600,360900,blues
blues.00064.wav,120300,360900,481200,blues
blues.00064.wav,120300,481200,601500,blues
blues.00065.wav,120300,0,120300,blues
blues.00065.wav,120300,120300,240600,blues
blues.00065.wav,120300,240600,360900,blues
blues.00065.wav,120300,360900,481200,blues
blues.00065.wav,120300,481200,601500,blues
blues.00066.wav,120300,0,120300,blues
blues.00066.wav,120300,120300,240600,blues
blues.00066.wav,120300,240600,360900,blues
blues.00066.wav,120300,360900,481200,blues
blues.00066.wav,120300,481200,601500,blues
blues.00067.wav,120300,0,120300,blues
blues.00067.wav,120300,120300,240600,blues
blues.00067.wav,120300,240600,360900,blues
blues.00067.wav,120300,360900,481200,blues
blues.00067.wav,120300,481200,601500,blues
blues.00068.wav,120300,0,120300,blues
blues.00068.wav,120300,120300,240600,blues
blues.00068.wav,120300,240600,360900,blues
blues.00068.wav,120300,360900,481200,blues
blues.00068.wav,120300,481200,601500,blues
blues.00069.wav,120300,0,120300,blues
blues.00069.wav,120300,120300,240600,blues
blues.00069.wav,120300,240600,360900,blues
blues.00069.wav,120300,360900,481200,blues
blues.00069.wav,120300,481200,601500,blues
classical.00000.wav,120300,0,120300,classical
classical.00000.wav,120300,120300,240600,classical
classical.00000.wav,120300,240600,360900,classical
classical.00000.wav,120300,360900,481200,classical
classical.00000.wav,120300,481200,601500,classical
classical.00001.wav,120300,0,120300,classical
classical.00001.wav,120300,120300,240600,classical
classical.00001.wav,120300,240600,360900,classical
classical.00001.wav,120300,360900,481200,classical
classical.00001.wav,120300,481200,601500,classical
classical.00002.wav,120300,0,120300,classical
classical.00002.wav,120300,120300,240600,classical
classical.00002.wav,120300,240600,360900,classical
classical.00002.wav,120300,360900,481200,classical
classical.00002.wav,120300,481200,601500,classical
classical.00003.wav,120300,0,120300,classical
classical.00003.wav,120300,120300,240600,classical
classical.00003.wav,120300,240600,360900,classical
classical.00003.wav,120300,360900,481200,classical
classical.00003.wav,120300,481200,601500,classical
classical.00004.wav,120300,0,120300,classical
classical.00004.wav,120300,120300,240600,classical
classical.00004.wav,120300,240600,360900,classical
classical.00004.wav,120300,360900,481200,classical
classical.00004.wav,120300,481200,601500,classical
classical.00005.wav,120300,0,120300,classical
classical.00005.wav,120300,120300,240600,classical
classical.00005.wav,120300,240600,360900,classical
classical.00005.wav,120300,360900,481200,classical
classical.00005.wav,120300,481200,601500,classical
classical.00006.wav,120300,0,120300,classical
classical.00006.wav,120300,120300,240600,classical
classical.00006.wav,120300,240600,360900,classical
classical.00006.wav,120300,360900,481200,classical
classical.00006.wav,120300,481200,601500,classical
classical.00007.wav,120300,0,120300,classical
classical.00007.wav,120300,120300,240600,classical
classical.00007.wav,120300,240600,360900,classical
classical.00007.wav,120300,360900,481200,classical
classical.00007.wav,120300,481200,601500,classical
classical.00008.wav,120300,0,120300,classical
classical.00008.wav,120300,120300,240600,classical
classical.00008.wav,120300,240600,360900,classical
classical.00008.wav,120300,360900,481200,classical
classical.00008.wav,120300,481200,601500,classical
classical.00009.wav,120300,0,120300,classical
classical.00009.wav,120300,120300,240600,classical
classical.00009.wav,120300,240600,360900,classical
classical.00009.wav,120300,360900,481200,classical
classical.00009.wav,120300,481200,601500,classical
classical.00010.wav,120300,0,120300,classical
classical.00010.wav,120300,120300,240600,classical
classical.00010.wav,120300,240600,360900,classical
classical.00010.wav,120300,360900,481200,classical
classical.00010.wav,120300,481200,601500,classical
classical.00011.wav,120300,0,120300,classical
classical.00011.wav,120300,120300,240600,classical
classical.00011.wav,120300,240600,360900,classical
classical.00011.wav,120300,360900,481200,classical
classical.00011.wav,120300,481200,601500,classical
classical.00012.wav,120300,0,120300,classical
classical.00012.wav,120300,120300,240600,classical
classical.00012.wav,120300,240600,360900,classical
classical.00012.wav,120300,360900,481200,classical
classical.00012.wav,120300,481200,601500,classical
classical.00013.wav,120300,0,120300,classical
classical.00013.wav,120300,120300,240600,classical
classical.00013.wav,120300,240600,360900,classical
classical.00013.wav,120300,360900,481200,classical
classical.00013.wav,120300,481200,601500,classical
classical.00014.wav,120300,0,120300,classical
classical.00014.wav,120300,120300,240600,classical
classical.00014.wav,120300,240600,360900,classical
classical.00014.wav,120300,360900,481200,classical
classical.00014.wav,120300,481200,601500,classical
classical.00015.wav,120300,0,120300,classical
classical.00015.wav,120300,120300,240600,classical
classical.00015.wav,120300,240600,360900,classical
classical.00015.wav,120300,360900,481200,classical
classical.00015.wav,120300,481200,601500,classical
classical.00016.wav,120300,0,120300,classical
classical.00016.wav,120300,120300,240600,classical
classical.00016.wav,120300,240600,360900,classical
classical.00016.wav,120300,360900,481200,classical
classical.00016.wav,120300,481200,601500,classical
classical.00017.wav,120300,0,120300,classical
classical.00017.wav,120300,120300,240600,classical
classical.00017.wav,120300,240600,360900,classical
classical.00017.wav,120300,360900,481200,classical
classical.00017.wav,120300,481200,601500,classical
classical.00018.wav,120300,0,120300,classical
classical.00018.wav,120300,120300,240600,classical
classical.00018.wav,120300,240600,360900,classical
classical.00018.wav,120300,360900,481200,classical
classical.00018.wav,120300,481200,601500,classical
classical.00019.wav,120300,0,120300,classical
classical.00019.wav,120300,120300,240600,classical
classical.00019.wav,120300,240600,360900,classical
classical.00019.wav,120300,360900,481200,classical
classical.00019.wav,120300,481200,601500,classical
classical.00020.wav,120300,0,120300,classical
classical.00020.wav,120300,120300,240600,classical
classical.00020.wav,120300,240600,360900,classical
classical.00020.wav,120300,360900,481200,classical
classical.00020.wav,120300,481200,601500,classical
classical.00021.wav,120300,0,120300,classical
classical.00021.wav,120300,120300,240600,classical
classical.00021.wav,120300,240600,360900,classical
classical.00021.wav,120300,360900,481200,classical
classical.00021.wav,120300,481200,601500,classical
classical.00022.wav,120300,0,120300,classical
classical.00022.wav,120300,120300,240600,classical
classical.00022.wav,120300,240600,360900,classical
classical.00022.wav,120300,360900,481200,classical
classical.00022.wav,120300,481200,601500,classical
classical.00023.wav,120300,0,120300,classical
classical.00023.wav,120300,120300,240600,classical
classical.00023.wav,120300,240600,360900,classical
classical.00023.wav,120300,360900,481200,classical
classical.00023.wav,120300,481200,601500,classical
classical.00024.wav,120300,0,120300,classical
classical.00024.wav,120300,120300,240600,classical
classical.00024.wav,120300,240600,360900,classical
classical.00024.wav,120300,360900,481200,classical
classical.00024.wav,120300,481200,601500,classical
classical.00025.wav,120300,0,120300,classical
classical.00025.wav,120300,120300,240600,classical
classical.00025.wav,120300,240600,360900,classical
classical.00025.wav,120300,360900,481200,classical
classical.00025.wav,120300,481200,601500,classical
classical.00026.wav,120300,0,120300,classical
classical.00026.wav,120300,120300,240600,classical
classical.00026.wav,120300,240600,360900,classical
classical.00026.wav,120300,360900,481200,classical
classical.00026.wav,120300,481200,601500,classical
classical.00027.wav,120300,0,120300,classical
classical.00027.wav,120300,120300,240600,classical
classical.00027.wav,120300,240600,360900,classical
classical.00027.wav,120300,360900,481200,classical
classical.00027.wav,120300,481200,601500,classical
classical.00028.wav,120300,0,120300,classical
classical.00028.wav,120300,120300,240600,classical
classical.00028.wav,120300,240600,360900,classical
classical.00028.wav,120300,360900,481200,classical
classical.00028.wav,120300,481200,601500,classical
classical.00029.wav,120300,0,120300,classical
classical.00029.wav,120300,120300,240600,classical
classical.00029.wav,120300,240600,360900,classical
classical.00029.wav,120300,360900,481200,classical
classical.00029.wav,120300,481200,601500,classical
classical.00030.wav,120300,0,120300,classical
classical.00030.wav,120300,120300,240600,classical
classical.00030.wav,120300,240600,360900,classical
classical.00030.wav,120300,360900,481200,classical
classical.00030.wav,120300,481200,601500,classical
classical.00031.wav,120300,0,120300,classical
classical.00031.wav,120300,120300,240600,classical
classical.00031.wav,120300,240600,360900,classical
classical.00031.wav,120300,360900,481200,classical
classical.00031.wav,120300,481200,601500,classical
classical.00032.wav,120300,0,120300,classical
classical.00032.wav,120300,120300,240600,classical
classical.00032.wav,120300,240600,360900,classical
classical.00032.wav,120300,360900,481200,classical
classical.00032.wav,120300,481200,601500,classical
classical.00033.wav,120300,0,120300,classical
classical.00033.wav,120300,120300,240600,classical
classical.00033.wav,120300,240600,360900,classical
classical.00033.wav,120300,360900,481200,classical
classical.00033.wav,120300,481200,601500,classical
classical.00034.wav,120300,0,120300,classical
classical.00034.wav,120300,120300,240600,classical
classical.00034.wav,120300,240600,360900,classical
classical.00034.wav,120300,360900,481200,classical
classical.00034.wav,120300,481200,601500,classical
classical.00035.wav,120300,0,120300,classical
classical.00035.wav,120300,120300,240600,classical
classical.00035.wav,120300,240600,360900,classical
classical.00035.wav,120300,360900,481200,classical
classical.00035.wav,120300,481200,601500,classical
classical.00036.wav,120300,0,120300,classical
classical.00036.wav,120300,120300,240600,classical
classical.00036.wav,120300,240600,360900,classical
classical.00036.wav,120300,360900,481200,classical
classical.00036.wav,120300,481200,601500,classical
classical.00037.wav,120300,0,120300,classical
classical.00037.wav,120300,120300,240600,classical
classical.00037.wav,120300,240600,360900,classical
classical.00037.wav,120300,360900,481200,classical
classical.00037.wav,120300,481200,601500,classical
classical.00038.wav,120300,0,120300,classical
classical.00038.wav,120300,120300,240600,classical
classical.00038.wav,120300,240600,360900,classical
classical.00038.wav,120300,360900,481200,classical
classical.00038.wav,120300,481200,601500,classical
classical.00039.wav,120300,0,120300,classical
classical.00039.wav,120300,120300,240600,classical
classical.00039.wav,120300,240600,360900,classical
classical.00039.wav,120300,360900,481200,classical
classical.00039.wav,120300,481200,601500,classical
classical.00040.wav,120300,0,120300,classical
classical.00040.wav,120300,120300,240600,classical
classical.00040.wav,120300,240600,360900,classical
classical.00040.wav,120300,360900,481200,classical
classical.00040.wav,120300,481200,601500,classical
classical.00041.wav,120300,0,120300,classical
classical.00041.wav,120300,120300,240600,classical
classical.00041.wav,120300,240600,360900,classical
classical.00041.wav,120300,360900,481200,classical
classical.00041.wav,120300,481200,601500,classical
classical.00042.wav,120300,0,120300,classical
classical.00042.wav,120300,120300,240600,classical
classical.00042.wav,120300,240600,360900,classical
classical.00042.wav,120300,360900,481200,classical
classical.00042.wav,120300,481200,601500,classical
classical.00043.wav,120300,0,120300,classical
classical.00043.wav,120300,120300,240600,classical
classical.00043.wav,120300,240600,360900,classical
classical.00043.wav,120300,360900,481200,classical
classical.00043.wav,120300,481200,601500,classical
classical.00044.wav,120300,0,120300,classical
classical.00044.wav,120300,120300,240600,classical
classical.00044.wav,120300,240600,360900,classical
classical.00044.wav,120300,360900,481200,classical
classical.00044.wav,120300,481200,601500,classical
classical.00045.wav,120300,0,120300,classical
classical.00045.wav,120300,120300,240600,classical
classical.00045.wav,120300,240600,360900,classical
classical.00045.wav,120300,360900,481200,classical
classical.00045.wav,120300,481200,601500,classical
classical.00046.wav,120300,0,120300,classical
classical.00046.wav,120300,120300,240600,classical
classical.00046.wav,120300,240600,360900,classical
classical.00046.wav,120300,360900,481200,classical
classical.00046.wav,120300,481200,601500,classical
classical.00047.wav,120300,0,120300,classical
classical.00047.wav,120300,120300,240600,classical
classical.00047.wav,120300,240600,360900,classical
classical.00047.wav,120300,360900,481200,classical
classical.00047.wav,120300,481200,601500,classical
classical.00048.wav,120300,0,120300,classical
classical.00048.wav,120300,120300,240600,classical
classical.00048.wav,120300,240600,360900,classical
classical.00048.wav,120300,360900,481200,classical
classical.00048.wav,120300,481200,601500,classical
classical.00049.wav,120300,0,120300,classical
classical.00049.wav,120300,120300,240600,classical
classical.00049.wav,120300,240600,360900,classical
classical.00049.wav,120300,360900,481200,classical
classical.00049.wav,120300,481200,601500,classical
classical.00050.wav,120300,0,120300,classical
classical.00050.wav,120300,120300,240600,classical
classical.00050.wav,120300,240600,360900,classical
classical.00050.wav,120300,360900,481200,classical
classical.00050.wav,120300,481200,601500,classical
classical.00051.wav,120300,0,120300,classical
classical.00051.wav,120300,120300,240600,classical
classical.00051.wav,120300,240600,360900,classical
classical.00051.wav,120300,360900,481200,classical
classical.00051.wav,120300,481200,601500,classical
classical.00052.wav,120300,0,120300,classical
classical.00052.wav,120300,120300,240600,classical
classical.00052.wav,120300,240600,360900,classical
classical.00052.wav,120300,360900,481200,classical
classical.00052.wav,120300,481200,601500,classical
classical.00053.wav,120300,0,120300,classical
classical.00053.wav,120300,120300,240600,classical
classical.00053.wav,120300,240600,360900,classical
classical.00053.wav,120300,360900,481200,classical
classical.00053.wav,120300,481200,601500,classical
classical.00054.wav,120300,0,120300,classical
classical.00054.wav,120300,120300,240600,classical
classical.00054.wav,120300,240600,360900,classical
classical.00054.wav,120300,360900,481200,classical
classical.00054.wav,120300,481200,601500,classical
classical.00055.wav,120300,0,120300,classical
classical.00055.wav,120300,120300,240600,classical
classical.00055.wav,120300,240600,360900,classical
classical.00055.wav,120300,360900,481200,classical
classical.00055.wav,120300,481200,601500,classical
classical.00056.wav,120300,0,120300,classical
classical.00056.wav,120300,120300,240600,classical
classical.00056.wav,120300,240600,360900,classical
classical.00056.wav,120300,360900,481200,classical
classical.00056.wav,120300,481200,601500,classical
classical.00057.wav,120300,0,120300,classical
classical.00057.wav,120300,120300,240600,classical
classical.00057.wav,120300,240600,360900,classical
classical.00057.wav,120300,360900,481200,classical
classical.00057.wav,120300,481200,601500,classical
classical.00058.wav,120300,0,120300,classical
classical.00058.wav,120300,120300,240600,classical
classical.00058.wav,120300,240600,360900,classical
classical.00058.wav,120300,360900,481200,classical
classical.00058.wav,120300,481200,601500,classical
classical.00059.wav,120300,0,120300,classical
classical.00059.wav,120300,120300,240600,classical
classical.00059.wav,120300,240600,360900,classical
classical.00059.wav,120300,360900,481200,classical
classical.00059.wav,120300,481200,601500,classical
classical.00060.wav,120300,0,120300,classical
classical.00060.wav,120300,120300,240600,classical
classical.00060.wav,120300,240600,360900,classical
classical.00060.wav,120300,360900,481200,classical
classical.00060.wav,120300,481200,601500,classical
classical.00061.wav,120300,0,120300,classical
classical.00061.wav,120300,120300,240600,classical
classical.00061.wav,120300,240600,360900,classical
classical.00061.wav,120300,360900,481200,classical
classical.00061.wav,120300,481200,601500,classical
classical.00062.wav,120300,0,120300,classical
classical.00062.wav,120300,120300,240600,classical
classical.00062.wav,120300,240600,360900,classical
classical.00062.wav,120300,360900,481200,classical
classical.00062.wav,120300,481200,601500,classical
classical.00063.wav,120300,0,120300,classical
classical.00063.wav,120300,120300,240600,classical
classical.00063.wav,120300,240600,360900,classical
classical.00063.wav,120300,360900,481200,classical
classical.00063.wav,120300,481200,601500,classical
classical.00064.wav,120300,0,120300,classical
